Type,Subject,Keywords,Release date,description,title,link
Analysis,Business and consumer services and culture,Service sector; Services; Type of business,2008-02-27,"This newsletter offers analytical articles, statistics and industry profiles to cover the following service industries: software developers, Internet service providers (ISPs), real estate, hotels, accountants, publishers, architects, travel, consulting, engineering, advertising, rental, leasing, personal, food, design, arts, computer, recreation and employment services. Information is periodically available for other service industries. ",Service Industries Newsletter,/n1/en/catalogue/63-018-x
Analysis,Retail and wholesale,Agricultural machinery; Benefits; Beverages; Bookstores; Chain stores; Classification codes; Clothing; Comparisons; Drug stores; Drugs; Earnings; Expenditures; Food; Furniture and appliance stores; Furniture and fixtures; Gasoline service stations; General stores; Grains; Grocery stores; Historical data; Household property; Income; Income statements; Jewellery stores; Liquor\; wine and beer stores; Lumber; Men's clothing; Methodology; Motor vehicle dealers; Motor vehicle parts; Operating revenue; Petroleum products; Photographic equipment; Plumbing; Provincial differences; Recreational facilities; Retailers; Semi-durable goods; Sporting goods stores; Supermarkets; Tobacco products; Women's clothing,2001-02-05,"This publication presents data on revenue and expense items from wholesalers and retailers by trade group and by province. There are 16 retail trade groups and 11 wholesale trade groups. Profiles of the retail trade groups are provided for each individual province/territory and are comprised of: number of locations, total operating revenues, cost of goods sold, gross margin and employee earnings and benefits. At the national level for each retail trade group are the following performance indicators: sales to inventory, cost of goods sold to inventory, gross margin and profit margin. Also provided at the national level are total operating revenues, number of locations for independent and for chain stores, the number of retail businesses by trade and total operating revenue by SIC (4 digit when possible). The 11 wholesale trade groups, plus grain and petroleum products, are profiled for each individual province/territory giving: number of locations, total operating revenues, cost of goods sold, gross margin and employee earnings and benefits. Performance indicators by trade group at the national level including sales to inventory, cost of goods sold to inventory, gross margin and profit margin are provided. Total operating revenue at the national level by Standard Industrial Classification and by class of customer and trade group are also provided. ",Wholesaling and Retailing in Canada,/n1/en/catalogue/63-236-x
Analysis,Business and consumer services and culture,Accommodation; Accommodation service industry; Business finance; Traveller accommodation; Travellers,2014-03-18,"This product provides an overview of trends in the travel accommodation services industry. It provides users with information required for making corporate decisions, monitoring programs and reviewing policies. The tables focus on financial and operating data. ",Traveller Accommodation Services,/n1/en/catalogue/63-253-x
Analysis,Retail and wholesale,Alcoholic beverages; Analytical products; Beer; Exports; International trade,2006-02-15,"This paper explores trends that have emerged in Canada's trade in beer over the past decade. In particular, the degree to which imported beer has replaced domestic beer as the choice for Canadians, including which countries have become Canada's main sources for imported beer, are examined. ",Canada's Beer Trade: A Swing to Imported Brands,/n1/en/catalogue/65-507-m2006005
Analysis,International trade,Analytical products; Business services; Chemicals; Clothing; Coal; Computer services; Consumer goods and services; Equipment; Finance; Fishing industries; Food; Foreign investments; Forestry industries; Free trade; Furniture and fixtures; Globalization; Imports; Income; Insurance; Jobs; Leather; Lumber; Machinery; Manufactured products; Metals; Mining industries; Motor vehicle parts; Motor vehicles; Petroleum; Plastics; Printing; Publishing; Real estate; Textile products; Tobacco; Transportation services; Value added,1999-12-01,"The recent increase in exports' share of GDP has been exceptional. Imports have mirrored the trend in exports, with trade across the U.S. border being the driving force for both. Using Statistics Canada's Input-Output tables, this article explores the issue of some goods moving back and forth across the border at various stages of processing. (Adapted from an article in Canadian Economic Observer published in November 1999). ","Exports, GDP and jobs",/n1/en/catalogue/75-001-x19990044757
Analysis,"Income, pensions, spending and wealth",Analytical products; Consumer goods and services; Disposable income; Food expenditures; Government transfer payments; Health expenditures; Household expenditures; Seniors; Shelter costs; Sources of income,2005-12-20,"As households age and labour market attachment diminishes, income, savings and wealth generally become less. Households also become smaller as adult children leave or a spouse dies. And spending patterns change. Using 'similar' households, this study looks at changes in spending patterns for households headed by persons aged 55 or older in 1982 and 2003. ",Shifts in spending patterns of older Canadians,/n1/en/catalogue/75-001-x20051128982
Analysis,"Income, pensions, spending and wealth",Aboriginal peoples; Chronic health problems; Food consumption; Food expenditures; Food; Hunger; Inuit; Low income; Mental health; Poverty; Self-rated health; Socioeconomic profiles,2017-02-01,"Using data from the 2012 Aboriginal Peoples Survey (APS), this study examines the prevalence of food insecurity among Inuit aged 25 and over living in Inuit Nunangat, and the factors associated with food insecurity among Inuit adults. Food insecurity can refer to situations when the amount of food purchased does not last and there is not enough money to buy more food, balanced meals are unaffordable, or household members cut the size of their meals or skip meals because there is not enough money for sufficient food. This study also discusses some of the health outcomes of Inuit adults who live in a food insecure household.",Food insecurity among Inuit living in Inuit Nunangat,/n1/en/catalogue/75-006-X201700114774
Analysis,"Income, pensions, spending and wealth",Canada Pension Plan; Clothing; Consumer price index; Disposable income; Expenditures; Food expenditures; Low income; Low income cutoffs; Poverty; Quebec Pension Plan; Research methods; Respondents; Shelter costs; Surveys; Taxes; Technical products,2000-09-26,This report summarizes the comments received in response to a discussion paper on low income cut-offs released in January 2000. ,Should the Low Income Cut-offs Be Updated? A Summary of Feedback on Statistics Canada's Discussion Paper,/n1/en/catalogue/75f0002m2000011
Analysis,"Income, pensions, spending and wealth",Census metropolitan areas; Clothing; Consumer price index; Families; Food; Housing; Low income; Low income cutoffs; Payrolls; Research methods; Taxes; Technical products,2001-07-13,"This paper outlines the results of an investigation into three aspects of the low income cut-offs: the behaviour of a proposed 'annually updated' low income series, the addition of payroll taxes, and the restructuring of the matrix of 35 cut-offs. ",Recent Developments in the Low Income Cut-offs,/n1/en/catalogue/75f0002m2001003
Analysis,"Income, pensions, spending and wealth",Analytical products; Clothing; Consumer price index; Families; Family characteristics; Family size; Food; Housing; Low income cutoffs; Low income measures; Low-income families; Measurement; Poverty; Rural areas; Tax rate; Urban areas,2001-11-23,"This publication provides a detailed description of the methods used to arrive at the various low income cut-offs. There is also an explanation of how base years are defined, and how the cutoffs are updated using the Consumer Price Index. ",Low Income Cut-offs from 1991 to 2000 and Low Income Measures from 1990 to 1999,/n1/en/catalogue/75f0002m2001007
Analysis,"Income, pensions, spending and wealth",Income gaps; Low income; Low income cutoffs,2006-04-06,"Low income cut-offs (LICOs) are income thresholds, determined by analysing family expenditure data, below which families will devote a larger share of income to the necessities of food, shelter and clothing than the average family would. To reflect differences in the costs of necessities among different community and family sizes, LICOs are defined for five categories of community size and seven of family size. Low income Measures (LIMs), on the other hand, are strictly relative measures of low income, set at 50% of adjusted median family income. These measures are categorized according to the number of adults and children present in families, reflecting the economies of scale inherent in family size and composition. This publication incorporates a detailed description of the methods used to arrive at both measurements. It also explains how base years are defined and how LICOs are updated using the Consumer Price Index. ",Low Income Cut-offs for 2005 and Low Income Measures for 2004,/n1/en/catalogue/75f0002m2006004
Analysis,"Income, pensions, spending and wealth",Analytical products; Consumer price index; Household expenditures; Income; Low income cutoffs; Low income measures,2007-05-10,"Low income cut-offs (LICOs) are income thresholds, determined by analysing family expenditure data, below which families will devote a larger share of income to the necessities of food, shelter and clothing than the average family would. To reflect differences in the costs of necessities among different community and family sizes, LICOs are defined for five categories of community size and seven of family size. Low income Measures (LIMs), on the other hand, are strictly relative measures of low income, set at 50% of adjusted median family income. These measures are categorized according to the number of adults and children present in families, reflecting the economies of scale inherent in family size and composition. This publication incorporates a detailed description of the methods used to arrive at both measurements. It also explains how base years are defined and how LICOs are updated using the Consumer Price Index. ",Low Income Cut-offs for 2006 and Low Income Measures for 2005,/n1/en/catalogue/75f0002m2007004
Analysis,"Income, pensions, spending and wealth",Urban areas; Rural areas; Poverty; Models; Methodology; Market income; Low income measures; Low income cutoffs; Low income; Income gaps; Historical data; Historical comparisons; Family size; Economic characteristics; Analytical products,2008-06-04,"Low income cut-offs (LICOs) are income thresholds, determined by analysing family expenditure data, below which families will devote a larger share of income to the necessities of food, shelter and clothing than the average family would. To reflect differences in the costs of necessities among different community and family sizes, LICOs are defined for five categories of community size and seven of family size. Low income Measures (LIMs), on the other hand, are strictly relative measures of low income, set at 50% of adjusted median family income. These measures are categorized according to the number of adults and children present in families, reflecting the economies of scale inherent in family size and composition. This publication incorporates a detailed description of the methods used to arrive at both measurements. It also explains how base years are defined and how LICOs are updated using the Consumer Price Index.",Low Income Cut-offs for 2007 and Low Income Measures for 2006,/n1/en/catalogue/75f0002m2008004
Analysis,Health,Aboriginal peoples; Age; Analytical products; Children; Chronic health problems; Divorced persons; Families; Families with children; Families without children; Food; Food banks; Health problems; Household income; Hunger; Immigrants; Income; Lone-parent families; Low income; Marital status; Marriages; Nutrition; Physical condition; Poverty; Risk factors; Separated persons; Sex; Sources of income; Type of household; Widowed persons,2001-08-15,"In 1998/99, on behalf of Human Resources Development Canada, Statistics Canada asked questions about food insecurity on the National Population Health Survey (NPHS) in order to select respondents to participate in a Food Insecurity Supplement. The result was data from a nationally representative sample. This article uses those data to examine the extent and possible determinants of food insecurity, several related health outcomes, and the use of food banks, soup kitchens or other charitable agencies by people who were food insecure. ",Food insecurity in Canadian households,/n1/en/catalogue/82-003-x20000045796
Analysis,Health,Age; Alcoholism; Analytical products; Body mass index; Chronic health problems; Diet; Eating habits; Food consumption; Fruit; Fruit juices; Health behaviours; Health surveys; High school education; Household income; Income; Lifestyle; Marital status; Nutrition; Obesity; Physical activity; Postsecondary education; Preventive medicine; Risk factors; Socio-demographic characteristics; Socioeconomic profiles; Tobacco use; Vegetables,2002-03-13,"Low frequency of fruit and vegetable consumption is associated with other risky health behaviours or conditions, such as physical inactivity, smoking, obesity and alcohol-dependence. Women reported eating fruit and vegetables more often than did men. ",Fruit and vegetable consumption,/n1/en/catalogue/82-003-x20010036103
Analysis,"Income, pensions, spending and wealth",Analytical products; Children; Family structure; Food; Food banks; Hunger; Income; Nutrition; Seniors,2005-05-03,"The present study examines food insecurity prevalence according to age, sex and province of residence for Canadians aged 12 and over. The characteristics of people most likely to live in a household where there is not enough money to eat, such as education level, income and family type are also presented. ",Food insecurity,/n1/en/catalogue/82-003-x20040037841
Analysis,Health,Analytical products; Diet; Food consumption; Health surveys; Nutrition; Salt,2007-05-22,"This article examines the amount of sodium that Canadians consume by age and sex, and compare it to recommended levels of sodium intake. The main sources of sodium are considered. Comparisons are made with daily sodium intake in the United States. The data are from the 2004 Canadian Community Health Survey. ",Sodium consumption at all ages,/n1/en/catalogue/82-003-x20060049608
Analysis,Health,Analytical products; Diet; Eating habits; Food consumption; Health surveys; Nutrition,2007-05-22,"This article is an overview of Canadians' eating habits: total calories consumed and the number of servings from the various food groups, as well as the percentage of total calories from fat, protein and carbohydrates. The data are from the 2004 Canadian Community Health Survey. ",Canadians' eating habits,/n1/en/catalogue/82-003-x20060049609
Analysis,Health,Aboriginal peoples; Analytical products; Carbonated beverages; Diet; Eating habits; Educational attainment; Food; Food consumption; Health status indicators; Health surveys; Income; Leisure time; Nutrition; Obesity; Overweight persons; Physical activity; Self-rated health,2008-01-23,This article compares rates of overweight/obesity and obesity and food consumption patterns of off-reserve Aboriginal and non-Aboriginal people aged 19 to 50 in Ontario and the western provinces. The data are from the 2004 Canadian Community Health Survey: Nutrition. ,Obesity and the eating habits of the Aboriginal population,/n1/en/catalogue/82-003-x200800110487
Analysis,Health,Body mass index; Data collection; Diet; Eating habits; Energy consumption; Food consumption; Health surveys; Nutrition; Physical activity; Self-rated health; Socio-demographic characteristics; Socioeconomic profiles; Undercoverage (statistics),2008-10-15,"Data from 16,190 respondents to the 2004 Canadian Community Health Survey - Nutrition were used to estimate under-reporting of food intake for the population aged 12 or older in the 10 provinces. ",Under-reporting of energy intake in the Canadian Community Health Survey,/n1/en/catalogue/82-003-x200800410703
Analysis,Health,Beverages; Carbonated beverages; Children; Consumption; Fruit juices; Health surveys; Milk; Nutrition; Obesity; Overweight persons; Sugar; Teenagers,2008-11-19,"This article is an overview of beverage consumption by Canadian children and teens aged 1 to 18. It examines the quantity and type of beverages consumed, differences by age and gender, and beverages' contribution to calorie and nutrient intake. ",Beverage consumption of children and teens,/n1/en/catalogue/82-003-x200800410715
Analysis,Health,Alcohol consumption; Beer; Beverages; Carbonated beverages; Coffee; Consumption; Fruit juices; Juices; Milk; Nutrition; Tea; Water consumption; Wines,2008-11-19,"This article is an overview of beverage consumption among Canadians aged 19 or older. The analysis examines the type and quantity of beverages consumed, highlighting differences by age and sex. ",Beverage consumption of Canadian adults,/n1/en/catalogue/82-003-x200800410716
Analysis,Health,Diet; Eating habits; Fruit; Health surveys; Nutraceuticals; Nutrition; Vegetables,2009-08-19,"Because nutrition recommendations in Canada and the United States are similar, the American Healthy Eating Index can be adapted to the Canadian situation. This article presents an adaptation of that index and outlines results for Canada based on data from the 2004 Canadian Community Health Survey - Nutrition. ",Diet quality in Canada,/n1/en/catalogue/82-003-x200900310914
Analysis,Health,Body mass index; Diet; Food; Food consumption; Health surveys; Nutrition; Obesity; Physical activity; Statistical methods,2009-10-21,"This study examines the association between obesity and the relative percentages of fats, carbohydrates, protein and fibre in the diets of Canadians. The data are from the 2004 Canadian Community Health Survey - Nutrition. ",Diet composition and obesity among Canadian adults,/n1/en/catalogue/82-003-x200900410933
Analysis,Health,Diet; Health surveys; Nutrition; Preventive medicine; Vitamins,2010-03-23,This article provides an overview of vitamin C intake among Canadians and how levels are affected by supplement use. ,The effect of supplement use on vitamin C intake,/n1/en/catalogue/82-003-x201000111128
Analysis,Health,Chronic health problems; Determinants of health; Diet; Ethnic origin; Health risk factors; Health status indicators; Health surveys; Measurement; Milk; Nutrition; Ultraviolet rays; Vitamins,2010-03-23,This study identifies population groups that are likely to have lower concentrations of vitamin D and factors associated with vitamin D status. ,Vitamin D status of Canadians as measured in the 2007 to 2009 Canadian Health Measures Survey,/n1/en/catalogue/82-003-x201000111131
Analysis,Health,Aboriginal peoples; Emotional well-being; Food; Health behaviours; Health risk factors; Health surveys; Households; Living conditions; Nutrition; Off-reserve population; Self-rated health,2011-05-18,"Data from the 2004 Canadian Community Health Survey - Nutrition were used to examine the relationships between household food security and self-reported health, well-being and health behaviours in a sample of Aboriginal adults living off reserve. ",Associations between household food insecurity and health outcomes in the Aboriginal population (excluding reserves),/n1/en/catalogue/82-003-x201100211435
Analysis,Health,Bone fractures; Food; Health problems; Health risk factors; Osteoporosis; Vitamins,2011-07-20,This article profiles the population aged 50 or older who reported having been diagnosed with osteoporosis. Variables associated with increased risk of diagnosis and differences between 2004 and 2009 are presented. Intake of calcium and vitamin D from food and from supplements is analyzed by the presence or absence of osteoporosis. ,"Bone health: Osteoporosis, calcium and vitamin D",/n1/en/catalogue/82-003-x201100311515
Analysis,Health,Adults; Children; Health surveys; Nutrition; Sugar,2011-09-21,This article describes dietary intake of sugar in a nationally representative sample of Canadian children and adults. Nutritional information was collected via a 24-hour dietary recall as part of the 2004 Canadian Community Health Survey (CCHS)-Nutrition. ,Sugar consumption among Canadians of all ages,/n1/en/catalogue/82-003-x201100311540
Analysis,Health,Alternative medicine; Education; Household income; Socioeconomic profiles; Vitamins,2010-10-20,"This article examines factors related to Canadians' use of vitamin/mineral supplements, with emphasis on associations with household income and education. ",Socio-economic status and vitamin/mineral supplement use in Canada,/n1/en/catalogue/82-003-x201000411349
Analysis,Health,Beverages; Food; Nutrition; Vitamins,2010-10-20,This article describes methods for combining food and supplement intake of a given nutrient. ,Combining nutrient intake from food/beverages and vitamin/mineral supplements,/n1/en/catalogue/82-003-x201000411350
Analysis,Health,Folic acid; Health behaviours; Health surveys; Social behaviour; Socio-demographic characteristics,2012-06-20,"This analysis uses data from the 2007 to 2009 Canadian Health Measures Survey to investigate self-reported intake of folic acid-containing supplements. Associations with socio-demographic, behavioural and clinical factors were studied. ",Prevalence and correlates of folic acid supplement use in Canada,/n1/en/catalogue/82-003-x201200211677
Analysis,Health,Health status indicators; Measurement; Physical condition; Socio-demographic characteristics; Variables,2012-11-21,This study uses data from cycle 2 (2009 to 2011) of the Canadian Health Measures Survey to update estimates of the iron status of Canadians. These data allow for the examination of associations between selected socio-demographic and health variables and measures of iron status. ,Iron sufficiency of Canadians,/n1/en/catalogue/82-003-x201200411742
Analysis,Health,Determinants of health; Diet; Eating habits; Food; Food consumption; Health behaviours; Health indicators; Health risk factors; Health statistics; Health surveys; Nutrition; Seniors,2013-03-20,Data from the 2008/2009 Canadian Community Health Survey-Healthy Aging were used to estimate the prevalence of nutritional risk by selected characteristics. ,Nutritional risk among older Canadians,/n1/en/catalogue/82-003-x201300311773
Analysis,Health,Aboriginal peoples; Children; Diet; Eating habits; Food; Food consumption; Off-reserve population,2013-04-17,"Based on the results of Statistics Canada's 2006 Aboriginal Children's Survey, this article presents an overview of how often First Nations children living off reserve, Métis children and Inuit children aged 2 to 5 consume various types of food, including foods considered traditional or country among Aboriginal people. ",Dietary habits of Aboriginal children,/n1/en/catalogue/82-003-x201300411776
Analysis,Health,Adults; Diet; Fruit; Fruit juices; Health surveys; Obesity; Tobacco use; Vegetables; Vitamins,2016-05-18,"The 2012/2013 Canadian Health Measures Survey collected biomarkers for vitamin C status. Based on those data, this study describes the vitamin C status (including deficiency) and determines its correlates in a nationally representative sample of Canadian adults. ",Vitamin C status of Canadian adults: Findings from the 2012/2013 Canadian Health Measures Survey,/n1/en/catalogue/82-003-x201600514612
Analysis,Health,Vegetables; Fruit juices; Fruit; Food consumption,2018-01-17,"Based on annual data from the Canadian Community Health Survey, the analysis describes trends in the frequency of fruit and vegetable intake among Canadians aged 12 or older from 2007 to 2014. The contribution of 100% pure fruit juice to these trends is also explored.","Trends and correlates of frequency of fruit and vegetable consumption, 2007 to 2014",/n1/en/catalogue/82-003-X201800154901
Analysis,Health,AIDS; AIDS testing; Abortions; Activity limitations; Age; Age groups; Age of mother; Age specific mortality rates; Air quality; Alcohol consumption; Alcoholism; Alternative medicine; Analytical products; Assaults; Automobiles; Baby boom generation; Births; Blood pressure; Breast cancer; Breast examinations; Breast feeding; Cancer; Cardiovascular diseases; Caregivers; Causes of death; Child development; Children; Chronic health problems; Common-law unions; Data quality; Days of care; Deaths; Dental care; Depression; Determinants of health; Diet; Diphtheria; Divorces; Drug addiction; Economic families; Educational attainment; Elder care; Emergency services; Employment; Expenditures; Families with children; Families without children; Family composition; Family violence; Fertility; Fertility rate; Food; Health expenditures; Health information; Health problems; Health professionals; Health risk factors; Health services; High blood pressure; High school education; High-income families; Home care; Hospital care; Hospital separations; Hospitalization rates; Household expenditures; Housing; Illegal drugs; Immigrants; Immigration; Immunization; Impaired driving; Induced abortions; Infant mortality; Infants; Injuries; Insurance payments; International comparisons; Job satisfaction; Jobs; Leisure time; Life expectancy; Lifestyle; Literacy; Low birth weight; Low income; Low income cutoffs; Low-income families; Mammography; Marijuana; Marital status; Measles; Medicinal drugs; Mental disorders; Mortality; Mortality rates; Motor vehicles; Mumps; Nutrition; Optometrists; Pap smears; Pensions; Perinatal mortality; Personal care; Physical activity; Physicians; Poliomyelitis; Postsecondary education; Poverty; Pregnancies; Preventive medicine; Provincial differences; Psychiatric disorders; Psychiatric hospitals; Quality of life; Reading materials; Recreation; Respiratory problems; Seatbelts; Seniors; Sex; Sexually transmitted diseases; Social behaviour; Social support; Sporting goods; Stillbirths; Stress; Stroke; Suicide; Taxes; Teenage pregnancies; Tobacco; Tobacco use; Transportation services; Tuberculosis; Ultraviolet rays; Unemployment; University degrees; Unmet health care needs; Unpaid work; Work absences,1999-09-16,"This is the second version of the Statistical report on the health of Canadians. Like the original in 1996, this report provides a comprehensive and detailed statistical overview of the health status of Canadians and the major determinants of that status. The original report was created for the Federal, Provincial and Territorial Advisory Committee on Population Health, which has also commissioned this update. The broad purpose of the report is to help policy-makers and program planners identify priority issues and measure progress in the domain of population health. The Statistical report is meant to be a tool for learning as well as planning. The data identify populations at risk; suggest associations between health determinants, health status, and population characteristics; raise questions about the reasons for the widespread differences among the provinces and territories; and illustrate areas where Canada's health information system is robust, and others where it is relatively weak. These and other themes are touched on in the 11 section introductions of the Statistical Report and developed more fully in the companion publication, Toward a healthy future: second report on the health of Canadians. These publications are available at the Health Canada web site at: http://www.hc-sc.ca. ",Statistical Report on the Health of Canadians,/n1/en/catalogue/82-570-x
Analysis,Health,Nutrition,2007-10-05,"This publication presents a series of research articles based on cross-sectional data collected from Cycle 2.2 of the Canadian Community Health Survey, focusing on Nutrition. It also provides links to tables, other research articles and information about the survey. ",Nutrition: Findings from the Canadian Community Health Survey,/n1/en/catalogue/82-620-m
Analysis,Health,Analytical products; Body mass index; Fast food restaurants; Health problems; Health surveys; Height and weight; Nutrition; Obesity; Overweight persons; Socioeconomic profiles,2005-07-06,This issue presents two articles focusing on the prevalence of obesity in adults and children using measured height and weight data collected in Cycle 2.2 of the Canadian Community Health Survey - Nutrition. The articles look at the differences between obesity rates calculated using measured versus self-reported estimates of a respondent's height and weight. The articles also look at the change in measured obesity rates through time and how they compare with changes estimated using self-reported data. Comparisons are made for a broad range of demographic and socio-economic characteristics and links between obesity rates and various health conditions are also explored. ,Measured Obesity,/n1/en/catalogue/82-620-m2005001
Analysis,Health,Analytical products; Diet; Eating habits; Fast food restaurants; Food; Food consumption; Food purchased from restaurants; Fruit; Health surveys; Income; Meat consumption; Milk; Nutrition; Snack foods; Vegetables,2006-07-06,"This report presents the results of the 2004 Canadian Community Health Survey on nutrition. It takes a comprehensive look at what Canadians are eating: how many calories they consume; whether they get an adequate number of servings of vegetables and fruit, milk products, meat and alternative and grain products, as recommended in Canada's Food Guide to Healthy Eating for People Four Years Old and Over; and what percentage of their diet consists of proteins, fats and carbohydrates. The report also compares CCHS nutrition data with the conclusions of the 1970-1972 Nutrition Canada Survey. In addition, it examines regional and economic differences in consumption patterns. ",Overview of Canadians' Eating Habits,/n1/en/catalogue/82-620-m2006002
Analysis,Health,Age; Body mass index; Health surveys; Milk; Sex; Vitamins,2013-01-10,"This article investigates vitamin D, featuring the Canadian Health Measures Survey from Cycle 2 (collected from August, 2009 to November, 2011). The focus is on how vitamin D levels differ depending on one's age, sex, supplement use, milk consumption, season of sun exposure, and body mass index (BMI). ",Vitamin D blood levels of Canadians,/n1/en/catalogue/82-624-x201300111727
Analysis,Health,Aboriginal peoples; Age; Chronic health problems; Health surveys; Inuit; Métis; Off-reserve population; Physical activity; Sex; Tobacco use,2013-01-29,"This article highlights the health data of First Nations people living off reserve, Métis and Inuit from the Canadian Community Health Survey (CCHS). It presents 2007-2010 data by age and sex and focuses on chronic conditions, select behaviours (smoking, physical activity) and related factors (food insecurity). ","Select health indicators of First Nations people living off reserve, Métis and Inuit",/n1/en/catalogue/82-624-x201300111763
Analysis,"Income, pensions, spending and wealth",Children; Food; Food banks; Households; Low income; Low-income families; Social conditions; Sources of income; Type of household,2015-03-25," This article highlights rates of food insecurity in Canada from 2007 to 2012. It includes comparisons between adult and child food insecurity rates. Relationships between food insecurity and the source of income, household type, and the number of children in the household are also examined. ",Food insecurity in Canada,/n1/en/catalogue/82-624-x201500114138
Analysis,Health,Age-sex distribution; Consumption; Food consumption; Fruit; Health surveys; Nutrition; Vegetables,2010-04-12,"Fruit and vegetables are an important source of vitamins, minerals and fibre. A diet rich in fruit and vegetables may reduce the risk of heart disease and some types of cancer. ",Fruit and vegetable consumption 2008,/n1/en/catalogue/82-625-x201000111101
Analysis,Health,Cholesterol; Determinants of health; Diet; Health status indicators; Health surveys; Nutrition; Vitamins,2010-03-23,Most Canadians have vitamin D levels adequate for bone health. Women are more likely than men to have adequate vitamin D levels. ,Vitamin D status of Canadians 2007 to 2009,/n1/en/catalogue/82-625-x201000111137
Analysis,Health,Food; Food purchased from restaurants; Food purchased from stores; Foodborne diseases; Health problems; Health surveys,2010-06-15,This is a health fact sheet about household food insecurity among Canadians in 2007 and 2008. The results shown are based on data from the Canadian Community Health Survey. ,"Household food insecurity, 2007-2008",/n1/en/catalogue/82-625-x201000111162
Analysis,Health,Age-sex distribution; Food consumption; Fruit; Health surveys; Nutrition; Vegetables,2011-06-21,"This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ","Fruit and vegetable consumption, 2010",/n1/en/catalogue/82-625-x201100111461
Analysis,Health,Age-sex distribution; Food consumption; Fruit; Health surveys; Nutrition; Vegetables,2010-06-15,"This is a Health fact sheet about fruit and vegetable consumption amoung Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ","Fruit and vegetable consumption, 2009",/n1/en/catalogue/82-625-x201000211259
Analysis,Health,Age-sex distribution; Food consumption; Fruit; Health surveys; Nutrition; Vegetables,2012-06-19,"This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ","Fruit and vegetable consumption, 2011",/n1/en/catalogue/82-625-x201200111661
Analysis,Health,Age groups; Health status indicators; Health surveys; Sex; Vitamins,2012-11-29,This health fact sheet presents information about the level of vitamin B12 in Canadians aged 3 to 79 by age group and sex. The results shown are based on data from the Canadian Health Measures Survey. ,"Vitamin B12 status of Canadians, 2009 to 2011",/n1/en/catalogue/82-625-x201200111731
Analysis,Health,Health status indicators; Health surveys,2012-11-29,This health fact sheet presents information on the level of iodine in the Canadian population as measured by urinary iodine concentration. Data is shown for the population aged 3 to 79. The results shown are based on data from the Canadian Health Measures Survey. ,"Iodine status of Canadians, 2009 to 2011",/n1/en/catalogue/82-625-x201200111733
Analysis,Health,Age groups; Health status indicators; Health surveys; Sex,2012-11-29,This health fact sheet presents information on the sufficiency of iron in the Canadian population as measured by hemoglobin and serum ferritin concentration. Data is presented by sex and age group for the population aged 3 to 79. The results shown are based on data from the Canadian Health Measures Survey. ,"Iron sufficiency of Canadians, 2009 to 2011",/n1/en/catalogue/82-625-x201200111734
Analysis,Health,Age-sex distribution; Food consumption; Fruit; Health surveys; Nutrition; Vegetables,2013-06-17,"This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ","Fruit and vegetable consumption, 2012",/n1/en/catalogue/82-625-x201300111837
Analysis,Health,Food; Food purchased from restaurants; Food purchased from stores; Foodborne diseases; Health problems; Health surveys,2013-12-12,This is a health fact sheet about household food insecurity among Canadians in 2011 and 2012. The results shown are based on data from the Canadian Community Health Survey. ,"Household food insecurity, 2011-2012",/n1/en/catalogue/82-625-x201300111889
Analysis,Health,Vegetables; Nutrition; Health surveys; Fruit; Food consumption; Age-sex distribution,2014-06-12,"Abstract: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.","Fruit and vegetable consumption, 2013",/n1/en/catalogue/82-625-x201400114018
Analysis,Health,Vitamins; Tobacco use; Health surveys; Health statistics; Body mass index,2014-12-16,"This health fact sheet presents data on the levels of vitamin C in the Canadian population aged 6 to 79. Overall data and results by sex and age group, smoking status and body mass index (BMI) are presented. The results shown are based on data from the Canadian Health Measures Survey.","Vitamin C levels of Canadians, 2012 to 2013",/n1/en/catalogue/82-625-x201400114124
Analysis,Health,Vitamins; Ultraviolet rays; Health surveys; Health statistics; Body mass index,2014-12-16,"This health fact sheet presents data on the levels of vitamin D in the Canadian population aged 3 to 79. Overall data and results by age group, sun exposure, racial background and body mass index (BMI) are presented. The results shown are based on data from the Canadian Health Measures Survey.","Vitamin D levels of Canadians, 2012 to 2013",/n1/en/catalogue/82-625-x201400114125
Analysis,Health,Age-sex distribution; Food consumption; Fruit; Health surveys; Nutrition; Vegetables,2015-06-17," This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ","Fruit and vegetable consumption, 2014",/n1/en/catalogue/82-625-x201500114182
