Title,Description,Link,Ensemble Classification
"Portrait of English-language workers in Quebec’s agriculture and agri-food industries, 2011", This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in Quebec whose first official language spoken is English. It includes a...Description: This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in Quebec whose first official language spoken is English. It includes a socioeconomic and linguistic portrait of English-language workers in both the agricultural and agri-food sectors.More,https://www150.statcan.gc.ca/n1/pub/89-657-x/89-657-x2017004-eng.htm,Supply
"Portrait of French-language workers in Atlantic Canada’s agriculture and agri-food industries, 2011"," This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in the four Atlantic provinces (Newfoundland and Labrador, Prince Edward Island, Nova...Description: This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in the four Atlantic provinces (Newfoundland and Labrador, Prince Edward Island, Nova Scotia and New Brunswick) whose first official language spoken is French. It includes a socioeconomic and linguistic portrait of French-language workers in both the agricultural and agri-food sectors.More",https://www150.statcan.gc.ca/n1/pub/89-657-x/89-657-x2017003-eng.htm,Supply
"Portrait of French-language workers in Ontario’s agriculture and agri-food industries, 2011", This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in Ontario whose first official language spoken is French. It includes a...Description: This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in Ontario whose first official language spoken is French. It includes a socioeconomic and linguistic portrait of French-language workers in both the agricultural and agri-food sectors.More,https://www150.statcan.gc.ca/n1/pub/89-657-x/89-657-x2017005-eng.htm,Supply
"Portrait of French-language workers in Western Canada’s agriculture and agri-food industries, 2011"," This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in the four Western Canada provinces (Manitoba, Saskatchewan, Alberta and British...Description: This document provides a descriptive portrait of workers in the agricultural and agri-food sectors in the four Western Canada provinces (Manitoba, Saskatchewan, Alberta and British Columbia) whose first official language spoken is French. It includes a socioeconomic and linguistic portrait of French-language workers in both the agricultural and agri-food sectors.More",https://www150.statcan.gc.ca/n1/pub/89-657-x/89-657-x2017006-eng.htm,Supply
Portraits of official-language minorities in the agricultural and agri-food sectors , Release published in The Daily – Statistics Canada’s official release bulletin,https://www150.statcan.gc.ca/n1/daily-quotidien/170712/dq170712d-eng.htm,Supply
Provincial Retail Trade Since the Turn of the Millennium Archived," This study provides an in-depth analysis of retail trade growth nationally and provincially, and explores the underlying socio-economic-demographic forces since the turn of the...Description: This study provides an in-depth analysis of retail trade growth nationally and provincially, and explores the underlying socio-economic-demographic forces since the turn of the millennium. The automotive retail sector is given a closer look because of its ability to dictate retail sales growth during the period. This study uses data from a fleet of Statistics Canada surveys, including Monthly Retail Trade Survey, Provincial Economic Accounts, New Motor Vehicle Sales, Canadian Vehicle Survey, Motor Vehicle Registration, and 2002 Homeowner Repairs and Renovations Survey.More",https://www150.statcan.gc.ca/n1/pub/11-621-m/11-621-m2005032-eng.htm,Supply
Research and development (R&D) in a service economy Archived," Over two-thirds of Canada's gross domestic product (GDP) and three-quarters of employment result from service activity, and close to 60% of the measured reserach and development is...Description: Over two-thirds of Canada's gross domestic product (GDP) and three-quarters of employment result from service activity, and close to 60% of the measured reserach and development is performed in the service sector.More",https://www150.statcan.gc.ca/n1/pub/88-003-x/88-003-x2000002-eng.pdf,Supply
Retail and customer service in French Archived," This article looks at the prevalence of French-language knowledge among sales and service workers (salespersons, food servers, cashiers). Information is also provided regarding their...Description: This article looks at the prevalence of French-language knowledge among sales and service workers (salespersons, food servers, cashiers). Information is also provided regarding their use of French at work. There is a special focus on the metropolitan areas of Ottawa-Gatineau, Moncton, Sudbury and Montréal.More",https://www150.statcan.gc.ca/n1/pub/11-008-x/2010001/article/11074-eng.htm,Supply
Retail: The Year 2013 in Review," Using data from the Monthly Retail Trade and Quarterly Retail Commodity surveys, this study examines the sales for the year 2013. This annual review describes sales growth and trends...Description: Using data from the Monthly Retail Trade and Quarterly Retail Commodity surveys, this study examines the sales for the year 2013. This annual review describes sales growth and trends by subsectors such as motor vehicle and parts dealers, food and beverage stores and general merchandise stores. This study also discusses provincial retail sales.More",https://www150.statcan.gc.ca/n1/pub/11-621-m/11-621-m2014094-eng.htm,Supply
Retail: The Year 2014 in Review," Using data from the Monthly Retail Trade and Quarterly Retail Commodity surveys, this study examines the sales for the year 2014. This annual review describes sales growth and trends...Description: Using data from the Monthly Retail Trade and Quarterly Retail Commodity surveys, this study examines the sales for the year 2014. This annual review describes sales growth and trends by subsectors such as motor vehicle and parts dealers, food and beverage stores and general merchandise stores. This study also discusses provincial retail sales.More",https://www150.statcan.gc.ca/n1/pub/11-621-m/11-621-m2015096-eng.htm,Supply
Room utilization in the traveller accommodation industrry Archived, This article examines data on the seasonal patterns of demand for accomodation supplied by Canada's hotel and motel establishments during the 1996 reference year.,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x1998004-eng.pdf,Supply
Seasonal Variation in Rural Employment Archived," This analysis bulletin, the twenty-fourth profiling trends in rural Canada, uses survey data to reveal the seasonal pattern of employment in rural Canada from 1996 to 2000. It is...Description: This analysis bulletin, the twenty-fourth profiling trends in rural Canada, uses survey data to reveal the seasonal pattern of employment in rural Canada from 1996 to 2000. It is published in collaboration with the Rural Secretariat of Agriculture and Agri-Food Canada. A higher seasonal variation in employment exists in rural areas compared with urban areas, and is spread throughout virtually all industrial sectors. The lower industrial productivity and reduced wages that likely result present a particular challenge for developing and revitalizing rural areas. This bulleting is useful for researchers and decision-makers who need information on employment seasonality in rural Canada to create appropriate economic strategies.More",https://www150.statcan.gc.ca/n1/pub/21-006-x/21-006-x2001008-eng.pdf,Supply
Service Industries Newsletter Archived," This newsletter offers analytical articles, statistics and industry profiles to cover the following service industries: software developers, Internet service providers (ISPs), real...Description: This newsletter offers analytical articles, statistics and industry profiles to cover the following service industries: software developers, Internet service providers (ISPs), real estate, hotels, accountants, publishers, architects, travel, consulting, engineering, advertising, rental, leasing, personal, food, design, arts, computer, recreation and employment services. Information is periodically available for other service industries.More",https://www150.statcan.gc.ca/n1/en/catalogue/63-018-X,Supply
Service Inflation: Why Is It Higher? Archived," Since 1961, the service component of the Canadian Consumer Price Index (CPI) has generally shown a higher rate of increase than the goods component. Furthermore, when some of the more...Description: Since 1961, the service component of the Canadian Consumer Price Index (CPI) has generally shown a higher rate of increase than the goods component. Furthermore, when some of the more volatile components of the CPI are removed the spread widens. For instance, during the same period core goods inflation (excluding food and energy) increased at an annual rate of 4.3% compared to 6.1% per cent for services (excluding shelter). The literature on service sector inflation suggests five explanations for this phenomenon. Although all these sources of the inflation differential are interesting and important in their own right, this paper will examine two. Some believe that service inflation is a statistical artifact stemming from the inherent difficulties in measuring the output of services and hence their price changes. This issue will be examined first. Indeed the measurement problem appears more serious for services; however it cannot be held completely responsible for the inflationary gap. William Baumol (1967) originally suggested the other cause for higher service inflation whereby unbalanced sectorial growth would be the cause of the divergent inflation rates. This explanation will be the focus of the second part of the paper. In spite of the attractiveness of Baumol's model, empirical evidence rejects the hypothesis.More",https://www150.statcan.gc.ca/n1/pub/62f0014m/62f0014m1997005-eng.pdf,Supply
Services Indicators Archived," Services indicators is a quarterly publication which profiles the services industries. Each edition carries two in-depth analytical feature articles. In addition, each issue contains...Description: Services indicators is a quarterly publication which profiles the services industries. Each edition carries two in-depth analytical feature articles. In addition, each issue contains 34 updated tables and nearly 100 charts based on various service industries' output, finances, employment and remuneration data over the most recent eight quarters. The following services industries are covered: communications; finance, insurance and real estate; business services; traveler accommodations and food services; and leisure and personal services.More",https://www150.statcan.gc.ca/n1/en/catalogue/63-016-X,Supply
Slowdown and shock in selected service industries in 2001 Archived," This article introduces the feature theme of Services Indicators (fourth quarter 2002). The impact of the 2001 economic slowdown and the terrorist attacks in the United States on the...Description: This article introduces the feature theme of Services Indicators (fourth quarter 2002). The impact of the 2001 economic slowdown and the terrorist attacks in the United States on the traveller accommodation, travel agents, and food service industries are examined. As well, the economic slowdown in the computer systems design and related services industry is also analysed.More",https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x2002004-eng.pdf,Supply
"Stocks of frozen eggs and poultry meats and edible dried egg products April 1, 2012 (preliminary data) Archived", Release published in The Daily – Statistics Canada’s official release bulletin,https://www150.statcan.gc.ca/n1/daily-quotidien/120423/dq120423d-eng.htm,Supply
That beet is sweet! Archived," Sugar beets, significantly established in Canada in the first half of the 20th century, continue to sweeten things for farmers in Ontario and Alberta, according to Census of...Description: Sugar beets, significantly established in Canada in the first half of the 20th century, continue to sweeten things for farmers in Ontario and Alberta, according to Census of Agriculture data. Although Canada's sugar beet area in 2006, at 19,488 hectares, is only half the 1951 peak, the crop continues to thrive in Alberta, and has made a comeback in Ontario, a province where it had not been significant for decades.More",https://www150.statcan.gc.ca/n1/pub/96-325-x/2007000/article/10576-eng.htm,Supply
The Canadian resort traveller: Trends and implications for the resort industry Archived, The purpose of this study is to address the question: What are the differences between Canada's domestic resort market and the non-resort market?,https://www150.statcan.gc.ca/n1/pub/87-003-x/87-003-x2004003-eng.pdf,Supply
The changing face of the Canadian fruit and vegetable sector: 1941 to 2011 Archived," Horticulture is a type of agriculture that encompasses a wide range of crop production. Fruit, vegetable, ornamental and medicinal plant culture all fall under the umbrella of...Description: Horticulture is a type of agriculture that encompasses a wide range of crop production. Fruit, vegetable, ornamental and medicinal plant culture all fall under the umbrella of horticulture. There are two broad categories of crops within horticulture: edible and non-edible crops. Edible horticulture crops, such as fruits, vegetables and nuts, are products grown for human food that are either consumed fresh or processed into value-added products, such as frozen foods, preserves and wine. Although they are not biologically classified as plants, mushrooms are considered to be an edible product of horticulture. Medicinal plants which are grown for teas and supplements such as ginseng are also considered to be edible horticultural products.Non-edible horticulture crops are not used as food but are rather produced for other purposes. For instance, cut flowers, bedding plants, shrubs, trees, and perennials are grown as ornamental plants to enhance the appearance of homes, offices, gardens and public spaces. Sod farming is another type of non-edible horticulture which produces established turf for lawns, parks and sports fields.More",https://www150.statcan.gc.ca/n1/pub/96-325-x/2014001/article/11921-eng.htm,Supply
"The soybean, agriculture's jack-of-all-trades, is gaining ground across Canada Archived"," Until the mid-1970s, soybeans were restricted by climate primarily to southern Ontario. Intensive breeding programs have since opened up more widespread growing possibilities for this...Description: Until the mid-1970s, soybeans were restricted by climate primarily to southern Ontario. Intensive breeding programs have since opened up more widespread growing possibilities for this incredibly versatile crop in Canada: The 1.2 million hectares of soybeans reported on the Census of Agriculture in 2006 marked a near eightfold increase in area since 1976, the year the ground-breaking varieties that perform well in Canada's shorter growing season were introduced.More",https://www150.statcan.gc.ca/n1/pub/96-325-x/2007000/article/10369-eng.htm,Supply
The western Canadian drought of 2001 - how dry was it? Archived," Crop production across western Canada was lower in 2001 as a result of drought conditions. The grains industry has been drawing comparisons with the 1988 season, the last year a...Description: Crop production across western Canada was lower in 2001 as a result of drought conditions. The grains industry has been drawing comparisons with the 1988 season, the last year a general drought reduced production. There are differences between the drought of 2001 and the drought of 1988. This article will examine some of these differences.More",https://www150.statcan.gc.ca/n1/pub/21-004-x/21-004-x2002103-eng.pdf,Supply
Tourism generating regions in Canada: factors associated with travel patterns and tourist behaviours Archived," The purpose of this study was to describe tourism patterns in terms of the regions from which toursits orginate, and to identify those demographic and behavioural factors associated...Description: The purpose of this study was to describe tourism patterns in terms of the regions from which toursits orginate, and to identify those demographic and behavioural factors associated with the tourists generated by those regions.More",https://www150.statcan.gc.ca/n1/pub/87-403-x/87-403-x1997001-eng.pdf,Supply
Tourism in Canada and its various economic facets Archived," Tourism affects a number of industries. Hotels, travel agencies, airlines and restaurants are to varying degrees affected by tourism. Thus, tourism is not just one industry, but an...Description: Tourism affects a number of industries. Hotels, travel agencies, airlines and restaurants are to varying degrees affected by tourism. Thus, tourism is not just one industry, but an amalgam of several, and the tourism phenomenon raises a number of questions because of its complexity, its various ramifications and its scope.More",https://www150.statcan.gc.ca/n1/pub/87-403-x/87-403-x1997001-eng.pdf,Supply
Tourism service industries Archived," This chapter describes four specific industry sectors : accomodation services, restaurant services, travel agencies and tour operators, and Canadian tourist attractions.",https://www150.statcan.gc.ca/n1/pub/87-403-x/87-403-x1997001-eng.pdf,Supply
Tourism service industries Archived," This chapter describes three specific industry sectors, all very important to tourism: traveller accomodation services, food services and drinking places, travel agencies and tour...Description: This chapter describes three specific industry sectors, all very important to tourism: traveller accomodation services, food services and drinking places, travel agencies and tour operators. These sectors generated just over half of the goods and services purchased by all visitors in Canada in 1999.More",https://www150.statcan.gc.ca/n1/pub/87-403-x/87-403-x2001001-eng.pdf,Supply
"Travel price index, Third quarter 2001 Archived"," In the third quarter of 2001, consumers experienced an increase of 1.5 percent in the prices of goods and services included int he Travel Price Index basket. The only components to...Description: In the third quarter of 2001, consumers experienced an increase of 1.5 percent in the prices of goods and services included int he Travel Price Index basket. The only components to register index declines compared with the same quarter of last year were the operation of automotive vehicles, traveller accomodation and photographic equipment.More",https://www150.statcan.gc.ca/n1/pub/87-003-x/87-003-x2002001-eng.pdf,Supply
VISTA on the Agri-food Industry and the Farm Community," Each issue contains a short article highlighting statistical insights on themes relating to agriculture, food and rural issues.",https://www150.statcan.gc.ca/n1/en/catalogue/21-004-X,Supply
Wholesale Trade: The Year 2015 in Review," This review analyzes the performance of the wholesale trade sector nationally and regionally, along with key factors affecting the 2015 trends. Wholesale sales are examined at the...Description: This review analyzes the performance of the wholesale trade sector nationally and regionally, along with key factors affecting the 2015 trends. Wholesale sales are examined at the subsector and industry level along with other relevant variables. This study also includes provincial wholesale sales.More",https://www150.statcan.gc.ca/n1/pub/11-621-m/11-621-m2016099-eng.htm,Supply
Youth and the labour market Archived," After a period of decline from the late 1980s to mid-1990s, the youth employment rate (aged 15 to 24) rebounded between 1997 and 2004. Most of the jobs were in industries that...Description: After a period of decline from the late 1980s to mid-1990s, the youth employment rate (aged 15 to 24) rebounded between 1997 and 2004. Most of the jobs were in industries that traditionally hire large numbers of young people, including food services. The article documents the growth in youth employment by age, sex, industry and province.More",https://www150.statcan.gc.ca/n1/pub/75-001-x/11105/8840-eng.htm,Supply
1991 Aboriginal Peoples Survey - Adults Microdata File Archived," This public use microdata file provides unaggregated data on the Aboriginal adult population - those who identify with their Aboriginal origin(s) and those who do not. For persons who...Description: This public use microdata file provides unaggregated data on the Aboriginal adult population - those who identify with their Aboriginal origin(s) and those who do not. For persons who identify, it contains almost 700 variables from the 1991 survey, such as, the group with which they identify, language proficiency, disability, chronic health conditions, schooling, work experience and the 1991 Census variables such as, income levels, marital status, fertility. The same census variables are provided for the population who does not identify.More",https://www150.statcan.gc.ca/n1/en/catalogue/89M0013X,Health Outcome
Canadian Community Health Survey: Public Use Microdata File," The public use microdata file (PUMF) from the Canadian Community Health Survey (CCHS) provides data for health regions and combinations of health regions across Canada. Over the two...Description: The public use microdata file (PUMF) from the Canadian Community Health Survey (CCHS) provides data for health regions and combinations of health regions across Canada. Over the two year period, data are based on interviews with approximately 130,000 respondents aged 12 or older, residing in households in all provinces and territories. The files include information on a wide range of topics, including: physical activity, height and weight, smoking, exposure to second hand smoke, alcohol consumption, general health, chronic health conditions, injuries, and use of health care services. It also provides information on the socio-demographic, income and labour force characteristics of the population.More",https://www150.statcan.gc.ca/n1/en/catalogue/82M0013X,Health Outcome
Food security by Aboriginal Identity," Food security, by Aboriginal identity, age group, sex, and number of persons in household, population aged 6 years and over, Canada, provinces and territories (occasional).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=4110000901,Health Outcome
"Food security, Inuit population, by Inuit region of residence"," Food security, by age group, sex, and number of persons in household, Inuit population aged 6 years and over, Canada and Inuit Nunangat (occasional).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=4110001001,Health Outcome
"Health behaviour in school-aged children 2002, student response to question: How often do you go to school or to bed hungry because there is not enough food at home? Archived"," This table contains 840 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data...Description: This table contains 840 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (35 items: Austria; Belgium (Flemish speaking); Canada; Belgium (French speaking) ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 13 years; 15 years ...) Student response (4 items: Always; Never; Sometimes; Often ...).More",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310028701,Health Outcome
"Health indicator profile, by Aboriginal identity and sex, age-standardized rate, four year estimates"," Health indicator profile, by Aboriginal identity and sex, age-standardized rate, four year estimates, Canada, provinces and territories.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310009901,Health Outcome
"Health indicators, by Aboriginal identity, age-standardized rates, four-year period estimates Archived"," Age-standardized rate of persons for selected health indicators, by Aboriginal identity and sex,  based on four-year period estimates.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310045801,Health Outcome
"Health indicators, by Aboriginal identity, four-year period estimates"," Percentage of persons for selected health indicators, by Aboriginal identity and sex,  based on four-year period estimates.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310045701,Health Outcome
Household food insecurity," Number and percentage of persons based on the level of household food insecurity, by age group and sex, for 2004 only.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310047201,Health Outcome
"Household food insecurity, by age group and food insecurity status"," Household food insecurity, by age group and sex, Canada, provinces, territories, health regions (2013 boundaries) and peer groups.  ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310046301,Health Outcome
"Household food insecurity, by living arrangement and food insecurity status"," Household food insecurity measures, by living arrangement, Canada, provinces and territories.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310046101,Health Outcome
"Household food insecurity, by presence of children in the household and food insecurity status"," Household food insecurity measures, by presence of children in the household, Canada, provinces and territories.  ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310046201,Health Outcome
Inuit Health and Social Conditions: Supporting Data Tables Archived," A series of supporting data tables accompanies the Inuit analytical article from the 2006 Aboriginal Peoples Survey (APS). These tables provide data at the national level, for each of...Description: A series of supporting data tables accompanies the Inuit analytical article from the 2006 Aboriginal Peoples Survey (APS). These tables provide data at the national level, for each of the four Inuit regions (Nunatsiavut, Nunavik, Nunavut and the Inuvialuit region), along with data for Inuit outside these regions for major themes covered in the analytical article. Data for the Inuit identity population aged 15 and over are provided for: Participation in harvesting activities; diagnosed with arthritis/rheumatism, high blood pressure, asthma, stomach problems or intestinal ulcers, heart problems, tuberculosis and diabetes; smoking status; self-rated health status and; reasons for not completing elementary or secondary school. For Inuit children aged 6 to 14, tables include: contact with a pediatrician, general practitioner or family physician in past 12 months; contact with another medical specialist and; food insecurity.More",https://www150.statcan.gc.ca/n1/pub/89-637-x/89-637-x2008002-eng.htm,Health Outcome
Reported occasion of food consumption," Number and percentage of persons based on reported occasions of food consumption, by age group and sex, for 2004 only.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310047501,Health Outcome
Statistical Report on the Health of Canadians Archived," This is the second version of the Statistical report on the health of Canadians. Like the original in 1996, this report provides a comprehensive and detailed statistical overview of...Description: This is the second version of the Statistical report on the health of Canadians. Like the original in 1996, this report provides a comprehensive and detailed statistical overview of the health status of Canadians and the major determinants of that status. The original report was created for the Federal, Provincial and Territorial Advisory Committee on Population Health, which has also commissioned this update. The broad purpose of the report is to help policy-makers and program planners identify priority issues and measure progress in the domain of population health.The Statistical report is meant to be a tool for learning as well as planning. The data identify populations at risk; suggest associations between health determinants, health status, and population characteristics; raise questions about the reasons for the widespread differences among the provinces and territories; and illustrate areas where Canada's health information system is robust, and others where it is relatively weak. These and other themes are touched on in the 11 section introductions of the Statistical Report and developed more fully in the companion publication, Toward a healthy future: second report on the health of Canadians. These publications are available at the Health Canada web site at: http://www.hc-sc.ca.More",https://www150.statcan.gc.ca/n1/en/catalogue/82-570-X,Health Outcome
"Canadian Community Health Survey (CCHS 2.1) indicator profile, by sex, Canada, provinces, territories, health regions (June 2003 boundaries) and peer groups","This table contains 90848 series, with data for years 2003 - 2003 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (167 items: Canada; Newfoundland and Labrador; Health and Community Services Eastern Region; Newfoundland and Labrador; Health and Community Services St. John's Region; Newfoundland and Labrador ...); Sex (3 items: Both sexes; Females; Males ...); Health profile (24 items: Very good or excellent self-rated health; Overweight; body mass index 25.0 to 29.9 (18 years and over); Obese; body mass index 30.0 or higher (18 years and over); With arthritis or rheumatism ...); Characteristics (8 items: Number of persons; Coefficient of variation for number of persons; High 95% confidence interval; number of persons; Low 95% confidence interval; number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310000101,Health Outcome
"Canadian Community Health Survey (CCHS 2.1 and 3.1) indicator profile, by sex, Canada, provinces, territories, health regions (June 2005 boundaries) and peer groups","This table contains 160022 series, with data for years 2003 - 2005 (not all combinations necessarily have data for all years), and was last released on 2009-06-29.  This table contains data described by the following dimensions (Not all combinations are available): Geography (160 items: Canada; Newfoundland and Labrador; Eastern Regional Integrated Health Authority; Newfoundland and Labrador; Central Regional Integrated Health Authority; Newfoundland and Labrador ...), Sex (3 items: Both sexes; Males; Females ...), Health profile (31 items: Very good or excellent self-rated health; Very good or excellent self-rated mental health; Overweight; self-reported adult body mass index 25.00 to 29.99 (18 years and over);Obese; self-reported adult body mass index 30.00 or higher (18 years and over) ...), Characteristics (12 items: Number of persons; Low 95% confidence interval; number of persons; High 95% confidence interval; number of persons; Coefficient of variation for number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310008601,Health Outcome
"Health characteristics, annual estimates","Health characteristics, annual estimates, by age group and sex, Canada (excluding territories) and provinces. ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310009601,Health Outcome
"Health indicators, two year period estimates","Health indicators, two year period estimates, by age group and sex, Canada, provinces, territories, health regions (2013 boundaries) and peer groups.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310045201,Health Outcome
"Health indicators, age-standardized rate, annual estimates","Health indicators, age-standardazed rate, annual estimates, by sex, Canada, provinces and territories.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310045301,Health Outcome
"Health indicators, by linguistic characteristics","Health indicators, by linguistic characteristcs (mother tongue, first official language spoken), two-year period estimates, by sex, Canada, provinces and territories.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310045401,Health Outcome
"Health indicators, by Aboriginal identity, age-standardized rates, four-year period estimates","Age-standardized rate of persons for selected health indicators, by Aboriginal identity and sex,  based on four-year period estimates.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310045801,Health Outcome
"Household food insecurity, by living arrangement and food insecurity status ","Household food insecurity measures, by living arrangement, Canada, provinces and territories.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310046101,Health Outcome
"Health indicators, two-year period estimates, census metropolitan areas","Health indicators, two-year period estimates, by age group and sex, Canada, provinces, territories, census metropolitan areas and influence zones.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310046401,Health Outcome
"Canadian Community Health Survey (CCHS 1.1) indicator profile, by sex, Canada, provinces, territories, health regions (January 2000 boundaries) and peer groups","This table contains 151240 series, with data for years 2000 - 2000 (not all combinations necessarily have data for all years), and was last released on 2007-08-13. This table contains data described by the following dimensions (Not all combinations are available): Geography (199 items: Canada; Health and Community Services St. John's Region; Newfoundland and Labrador (Peer group H); Health and Community Services Eastern Region; Newfoundland and Labrador (Peer group D); Newfoundland and Labrador ...) Sex (3 items: Both sexes; Males; Females ...) Health profile (33 items: Very good or excellent self-rated health; Overweight; body mass index (Canadian standard) higher than 27.0 (20 to 64 years); Some excess weight; body mass index (Canadian standard) 25.0 to 27.0 (20 to 64 years); High self-esteem ...) Characteristics (8 items: Number of persons; Coefficient of variation for number of persons; Low 95% confidence interval; number of persons; High 95% confidence interval; number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310059801,Health Outcome
"Canadian Community Health Survey (CCHS 1.1) indicator profile, by sex, Canada, provinces, territories and census metropolitan areas","This table contains 127296 series, with data for years 2000 - 2000 (not all combinations necessarily have data for all years), and was last released on 2007-08-13. This table contains data described by the following dimensions (Not all combinations are available): Geography (39 items: Canada; Prince Edward Island; Newfoundland and Labrador; Nova Scotia ...) Sex (3 items: Both sexes; Females; Males ...) Health profile (144 items: Total population for the variable self-rated health; Excellent self-rated health; Very good self-rated health; Very good or excellent self-rated health ...) Characteristics (8 items: Number of persons; Low 95% confidence interval; number of persons; High 95% confidence interval; number of persons; Coefficient of variation for number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310060101,Health Outcome
"Canadian Community Health Survey (CCHS 2.1) indicator profile, by sex, Canada, provinces, territories and census metropolitan areas","This table contains 145632 series, with data for years 2003 - 2003 (not all combinations necessarily have data for all years), and was last released on 2007-12-11. This table contains data described by the following dimensions (Not all combinations are available): Geography (41 items: Canada; Nova Scotia; Newfoundland and Labrador; Prince Edward Island ...) Sex (3 items: Both sexes; Males; Females ...) Health profile (156 items: Total population for the variable self-rated health; Excellent self-rated health; Very good self-rated health; Very good or excellent self-rated health ...) Characteristics (8 items: Number of persons; Low 95% confidence interval; number of persons; High 95% confidence interval; number of persons; Coefficient of variation for number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310063401,Health Outcome
"Canadian Community Health Survey (CCHS 3.1) indicator profile, by sex, Canada, provinces, territories, census metropolitan areas and influence zones","This table contains 83304 series, with data for years 2005 - 2005 (not all combinations necessarily have data for all years), and was last released on 2013-01-28. This table contains data described by the following dimensions (Not all combinations are available): Geography (117 items: Canada; Census metropolitan areas; Newfoundland and Labrador; Newfoundland and Labrador ...) Sex (3 items: Males; Females; Both sexes ...) Health profile (31 items: Very good or excellent self-rated health; Very good or excellent self-rated mental health; Obese; self-reported adult body mass index 30.00 or higher (18 years and over); Overweight; self-reported adult body mass index 25.00 to 29.99 (18 years and over) ...) Characteristics (8 items: Number of persons; High 95% confidence interval; number of persons; Coefficient of variation for number of persons; Low 95% confidence interval; number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310066901,Health Outcome
Health Indicators,"Over 80 indicators measure the health of the Canadian population and the effectiveness of the health care system. Designed to provide comparable information at the health region and provincial/territorial levels, these data are produced from a wide range of the most recently available sources. This Internet publication is produced by Statistics Canada and the Canadian Institute for Health Information. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-221-x,Health Outcome
Inuit Health and Social Conditions: Supporting Data Tables,"A series of supporting data tables accompanies the Inuit analytical article from the 2006 Aboriginal Peoples Survey (APS). These tables provide data at the national level, for each of the four Inuit regions (Nunatsiavut, Nunavik, Nunavut and the Inuvialuit region), along with data for Inuit outside these regions for major themes covered in the analytical article. Data for the Inuit identity population aged 15 and over are provided for: Participation in harvesting activities; diagnosed with arthritis/rheumatism, high blood pressure, asthma, stomach problems or intestinal ulcers, heart problems, tuberculosis and diabetes; smoking status; self-rated health status and; reasons for not completing elementary or secondary school. For Inuit children aged 6 to 14, tables include: contact with a pediatrician, general practitioner or family physician in past 12 months; contact with another medical specialist and; food insecurity. ",https://www150.statcan.gc.ca/n1/en/catalogue/89-637-x2008002,Health Outcome
