Description,Link,Title
"In 1998/99, on behalf of Human Resources Development Canada, Statistics Canada asked questions about food insecurity on the National Population Health Survey (NPHS) in order to select respondents to participate in a Food Insecurity Supplement. The result was data from a nationally representative sample. This article uses those data to examine the extent and possible determinants of food insecurity, several related health outcomes, and the use of food banks, soup kitchens or other charitable agencies by people who were food insecure. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20000045796,Food insecurity in Canadian households
"Low frequency of fruit and vegetable consumption is associated with other risky health behaviours or conditions, such as physical inactivity, smoking, obesity and alcohol-dependence. Women reported eating fruit and vegetables more often than did men. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20010036103,Fruit and vegetable consumption
"The present study examines food insecurity prevalence according to age, sex and province of residence for Canadians aged 12 and over. The characteristics of people most likely to live in a household where there is not enough money to eat, such as education level, income and family type are also presented. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20040037841,Food insecurity
"This article examines the amount of sodium that Canadians consume by age and sex, and compare it to recommended levels of sodium intake. The main sources of sodium are considered. Comparisons are made with daily sodium intake in the United States. The data are from the 2004 Canadian Community Health Survey. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20060049608,Sodium consumption at all ages
"This article is an overview of Canadians' eating habits: total calories consumed and the number of servings from the various food groups, as well as the percentage of total calories from fat, protein and carbohydrates. The data are from the 2004 Canadian Community Health Survey. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x20060049609,Canadians' eating habits
This article compares rates of overweight/obesity and obesity and food consumption patterns of off-reserve Aboriginal and non-Aboriginal people aged 19 to 50 in Ontario and the western provinces. The data are from the 2004 Canadian Community Health Survey: Nutrition. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200800110487,Obesity and the eating habits of the Aboriginal population
"Data from 16,190 respondents to the 2004 Canadian Community Health Survey - Nutrition were used to estimate under-reporting of food intake for the population aged 12 or older in the 10 provinces. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200800410703,Under-reporting of energy intake in the Canadian Community Health Survey
"This article is an overview of beverage consumption by Canadian children and teens aged 1 to 18. It examines the quantity and type of beverages consumed, differences by age and gender, and beverages' contribution to calorie and nutrient intake. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200800410715,Beverage consumption of children and teens
"This article is an overview of beverage consumption among Canadians aged 19 or older. The analysis examines the type and quantity of beverages consumed, highlighting differences by age and sex. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200800410716,Beverage consumption of Canadian adults
"Because nutrition recommendations in Canada and the United States are similar, the American Healthy Eating Index can be adapted to the Canadian situation. This article presents an adaptation of that index and outlines results for Canada based on data from the 2004 Canadian Community Health Survey - Nutrition. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200900310914,Diet quality in Canada
"This study examines the association between obesity and the relative percentages of fats, carbohydrates, protein and fibre in the diets of Canadians. The data are from the 2004 Canadian Community Health Survey - Nutrition. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x200900410933,Diet composition and obesity among Canadian adults
This article provides an overview of vitamin C intake among Canadians and how levels are affected by supplement use. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201000111128,The effect of supplement use on vitamin C intake
This study identifies population groups that are likely to have lower concentrations of vitamin D and factors associated with vitamin D status. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201000111131,Vitamin D status of Canadians as measured in the 2007 to 2009 Canadian Health Measures Survey
"Data from the 2004 Canadian Community Health Survey - Nutrition were used to examine the relationships between household food security and self-reported health, well-being and health behaviours in a sample of Aboriginal adults living off reserve. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201100211435,Associations between household food insecurity and health outcomes in the Aboriginal population (excluding reserves)
This article profiles the population aged 50 or older who reported having been diagnosed with osteoporosis. Variables associated with increased risk of diagnosis and differences between 2004 and 2009 are presented. Intake of calcium and vitamin D from food and from supplements is analyzed by the presence or absence of osteoporosis. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201100311515,"Bone health: Osteoporosis, calcium and vitamin D"
This article describes dietary intake of sugar in a nationally representative sample of Canadian children and adults. Nutritional information was collected via a 24-hour dietary recall as part of the 2004 Canadian Community Health Survey (CCHS)-Nutrition. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201100311540,Sugar consumption among Canadians of all ages
"This article examines factors related to Canadians' use of vitamin/mineral supplements, with emphasis on associations with household income and education. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201000411349,Socio-economic status and vitamin/mineral supplement use in Canada
This article describes methods for combining food and supplement intake of a given nutrient. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201000411350,Combining nutrient intake from food/beverages and vitamin/mineral supplements
"This analysis uses data from the 2007 to 2009 Canadian Health Measures Survey to investigate self-reported intake of folic acid-containing supplements. Associations with socio-demographic, behavioural and clinical factors were studied. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201200211677,Prevalence and correlates of folic acid supplement use in Canada
This study uses data from cycle 2 (2009 to 2011) of the Canadian Health Measures Survey to update estimates of the iron status of Canadians. These data allow for the examination of associations between selected socio-demographic and health variables and measures of iron status. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201200411742,Iron sufficiency of Canadians
Data from the 2008/2009 Canadian Community Health Survey-Healthy Aging were used to estimate the prevalence of nutritional risk by selected characteristics. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201300311773,Nutritional risk among older Canadians
"Based on the results of Statistics Canada's 2006 Aboriginal Children's Survey, this article presents an overview of how often First Nations children living off reserve, Métis children and Inuit children aged 2 to 5 consume various types of food, including foods considered traditional or country among Aboriginal people. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201300411776,Dietary habits of Aboriginal children
"The 2012/2013 Canadian Health Measures Survey collected biomarkers for vitamin C status. Based on those data, this study describes the vitamin C status (including deficiency) and determines its correlates in a nationally representative sample of Canadian adults. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-x201600514612,Vitamin C status of Canadian adults: Findings from the 2012/2013 Canadian Health Measures Survey
"Based on annual data from the Canadian Community Health Survey, the analysis describes trends in the frequency of fruit and vegetable intake among Canadians aged 12 or older from 2007 to 2014. The contribution of 100% pure fruit juice to these trends is also explored.",https://www150.statcan.gc.ca/n1/en/catalogue/82-003-X201800154901,"Trends and correlates of frequency of fruit and vegetable consumption, 2007 to 2014"
"This is the second version of the Statistical report on the health of Canadians. Like the original in 1996, this report provides a comprehensive and detailed statistical overview of the health status of Canadians and the major determinants of that status. The original report was created for the Federal, Provincial and Territorial Advisory Committee on Population Health, which has also commissioned this update. The broad purpose of the report is to help policy-makers and program planners identify priority issues and measure progress in the domain of population health. The Statistical report is meant to be a tool for learning as well as planning. The data identify populations at risk; suggest associations between health determinants, health status, and population characteristics; raise questions about the reasons for the widespread differences among the provinces and territories; and illustrate areas where Canada's health information system is robust, and others where it is relatively weak. These and other themes are touched on in the 11 section introductions of the Statistical Report and developed more fully in the companion publication, Toward a healthy future: second report on the health of Canadians. These publications are available at the Health Canada web site at: http://www.hc-sc.ca. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-570-x,Statistical Report on the Health of Canadians
"This publication presents a series of research articles based on cross-sectional data collected from Cycle 2.2 of the Canadian Community Health Survey, focusing on Nutrition. It also provides links to tables, other research articles and information about the survey. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-620-m,Nutrition: Findings from the Canadian Community Health Survey
This issue presents two articles focusing on the prevalence of obesity in adults and children using measured height and weight data collected in Cycle 2.2 of the Canadian Community Health Survey - Nutrition. The articles look at the differences between obesity rates calculated using measured versus self-reported estimates of a respondent's height and weight. The articles also look at the change in measured obesity rates through time and how they compare with changes estimated using self-reported data. Comparisons are made for a broad range of demographic and socio-economic characteristics and links between obesity rates and various health conditions are also explored. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-620-m2005001,Measured Obesity
"This report presents the results of the 2004 Canadian Community Health Survey on nutrition. It takes a comprehensive look at what Canadians are eating: how many calories they consume; whether they get an adequate number of servings of vegetables and fruit, milk products, meat and alternative and grain products, as recommended in Canada's Food Guide to Healthy Eating for People Four Years Old and Over; and what percentage of their diet consists of proteins, fats and carbohydrates. The report also compares CCHS nutrition data with the conclusions of the 1970-1972 Nutrition Canada Survey. In addition, it examines regional and economic differences in consumption patterns. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-620-m2006002,Overview of Canadians' Eating Habits
"This article investigates vitamin D, featuring the Canadian Health Measures Survey from Cycle 2 (collected from August, 2009 to November, 2011). The focus is on how vitamin D levels differ depending on one's age, sex, supplement use, milk consumption, season of sun exposure, and body mass index (BMI). ",https://www150.statcan.gc.ca/n1/en/catalogue/82-624-x201300111727,Vitamin D blood levels of Canadians
"This article highlights the health data of First Nations people living off reserve, Métis and Inuit from the Canadian Community Health Survey (CCHS). It presents 2007-2010 data by age and sex and focuses on chronic conditions, select behaviours (smoking, physical activity) and related factors (food insecurity). ",https://www150.statcan.gc.ca/n1/en/catalogue/82-624-x201300111763,"Select health indicators of First Nations people living off reserve, Métis and Inuit"
" This article highlights rates of food insecurity in Canada from 2007 to 2012. It includes comparisons between adult and child food insecurity rates. Relationships between food insecurity and the source of income, household type, and the number of children in the household are also examined. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-624-x201500114138,Food insecurity in Canada
"Fruit and vegetables are an important source of vitamins, minerals and fibre. A diet rich in fruit and vegetables may reduce the risk of heart disease and some types of cancer. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201000111101,Fruit and vegetable consumption 2008
Most Canadians have vitamin D levels adequate for bone health. Women are more likely than men to have adequate vitamin D levels. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201000111137,Vitamin D status of Canadians 2007 to 2009
This is a health fact sheet about household food insecurity among Canadians in 2007 and 2008. The results shown are based on data from the Canadian Community Health Survey. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201000111162,"Household food insecurity, 2007-2008"
"This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201100111461,"Fruit and vegetable consumption, 2010"
"This is a Health fact sheet about fruit and vegetable consumption amoung Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201000211259,"Fruit and vegetable consumption, 2009"
"This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201200111661,"Fruit and vegetable consumption, 2011"
This health fact sheet presents information about the level of vitamin B12 in Canadians aged 3 to 79 by age group and sex. The results shown are based on data from the Canadian Health Measures Survey. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201200111731,"Vitamin B12 status of Canadians, 2009 to 2011"
This health fact sheet presents information on the level of iodine in the Canadian population as measured by urinary iodine concentration. Data is shown for the population aged 3 to 79. The results shown are based on data from the Canadian Health Measures Survey. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201200111733,"Iodine status of Canadians, 2009 to 2011"
This health fact sheet presents information on the sufficiency of iron in the Canadian population as measured by hemoglobin and serum ferritin concentration. Data is presented by sex and age group for the population aged 3 to 79. The results shown are based on data from the Canadian Health Measures Survey. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201200111734,"Iron sufficiency of Canadians, 2009 to 2011"
"This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201300111837,"Fruit and vegetable consumption, 2012"
This is a health fact sheet about household food insecurity among Canadians in 2011 and 2012. The results shown are based on data from the Canadian Community Health Survey. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201300111889,"Household food insecurity, 2011-2012"
"Abstract: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201400114018,"Fruit and vegetable consumption, 2013"
"This health fact sheet presents data on the levels of vitamin C in the Canadian population aged 6 to 79. Overall data and results by sex and age group, smoking status and body mass index (BMI) are presented. The results shown are based on data from the Canadian Health Measures Survey.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201400114124,"Vitamin C levels of Canadians, 2012 to 2013"
"This health fact sheet presents data on the levels of vitamin D in the Canadian population aged 3 to 79. Overall data and results by age group, sun exposure, racial background and body mass index (BMI) are presented. The results shown are based on data from the Canadian Health Measures Survey.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201400114125,"Vitamin D levels of Canadians, 2012 to 2013"
" This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed. ",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201500114182,"Fruit and vegetable consumption, 2014"
This is a health fact sheet about omega-3 fatty acid levels in Canadians aged 20 to 79. Results shown are based on data from the Canadian Health Measures Survey. ,https://www150.statcan.gc.ca/n1/en/catalogue/82-625-x201500114245,"Omega-3 fatty acid levels of adults, 2012 and 2013"
"This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-X201700114764,"Fruit and vegetable consumption, 2015"
"This is a health fact sheet about the nutrient intakes from food among Canadians aged one year and older. The results shown are based on data from the Canadian Community Health Survey – Nutrition, 2015 and 2004.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-X201700114830,"Nutrient intakes from food, 2015"
"This is a health fact sheet about the use of nutritional supplements among Canadians aged one year and older. The results shown are based on data from the Canadian Community Health Survey – Nutrition, 2015 and 2004.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-X201700114831,"Use of nutritional supplements, 2015"
"This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.",https://www150.statcan.gc.ca/n1/en/catalogue/82-625-X201700154860,"Fruit and vegetable consumption, 2016"
"This chapter describes four specific industry sectors : accomodation services, restaurant services, travel agencies and tour operators, and Canadian tourist attractions. ",https://www150.statcan.gc.ca/n1/en/catalogue/87-403-x19970014747,Tourism service industries
"Tourism affects a number of industries. Hotels, travel agencies, airlines and restaurants are to varying degrees affected by tourism. Thus, tourism is not just one industry, but an amalgam of several, and the tourism phenomenon raises a number of questions because of its complexity, its various ramifications and its scope. ",https://www150.statcan.gc.ca/n1/en/catalogue/87-403-x19970014748,Tourism in Canada and its various economic facets
"This chapter describes three specific industry sectors, all very important to tourism: traveller accomodation services, food services and drinking places, travel agencies and tour operators. These sectors generated just over half of the goods and services purchased by all visitors in Canada in 1999. ",https://www150.statcan.gc.ca/n1/en/catalogue/87-403-x20010015903,Tourism service industries
"Food processing is one of Canada's largest manufacturing industries, consisting of more than 3,000 establishments. Employing close to 230,000 people in 1998, it boasted a gross domestic product of $15 billion that same year. The relationship between the use of advanced manufacturing technology and firm performance during the 1990s, as measured by growth in labour productivity and growth in market share, is the subject of a recently released Statistics Canada study, which finds that a high-technology orientation is closely associated with success. ",https://www150.statcan.gc.ca/n1/en/catalogue/88-003-x20030026560,Technology and performance in Canadian food processing
"Results from the Functional Foods and Nutraceuticals Survey 2005 indicate that there were 389 firms in Canada engaged in activities related to either functional foods, nutraceuticals or both during 2004/05. This article provides highlights of a group of firms which generates $29 billion in revenues and employs over 50,000 persons. ",https://www150.statcan.gc.ca/n1/en/catalogue/88-003-x20060039538,Functional foods and nutraceuticals industry in Canada
"The food-processing industry benefits from a wide a range of new advanced technologies. Technological advances include computer-based information and control systems, as well as sophisticated processing and packaging methods that enhance product quality, improve food safety and reduce costs. Continuous quality improvement and benchmarking are examples of related business practices. This study examines the use of advanced technologies in the food-processing industry. It focuses not just on the incidence and intensity of use of these new technologies but also on the way technology relates to overall firm strategy. It also examines how technology use is affected by selected industry structural characteristics and how the adoption of technologies affects the performance of firms. It considers as well how the environment influences technological change. The nature and structure of the industry are shown to condition the competitive environment, the business strategies that are pursued, product characteristics and the role of technology. Firms make strategic choices in light of technological opportunities and the risks and opportunities provided by their competitive environments. They implement strategies through appropriate business practices and activities, including the development of core competencies in the areas of marketing, production and human resources, as well as technology. Firms that differ in size and nationality choose to pursue different technological strategies. This study focuses on how these differences are reflected in the different use of technology for large and small establishments, for foreign and domestic plants and for plants in different industries. ",https://www150.statcan.gc.ca/n1/en/catalogue/88-518-x,Advanced Technology in the Canadian Food Industry
"This working paper profiles Canadian firms involved in the production and distribution of functional foods and/or nutraceuticals (FFN). It provides data on the number and types of FFN firms in 2005, covering FFN revenues, Research and Development, patents, products, business practices and the impact of government regulation on the sector. ",https://www150.statcan.gc.ca/n1/en/catalogue/88f0006x2007003,Results from the Functional Foods and Nutraceuticals Survey - 2005
"This working paper profiles Canadian firms involved in the development, production and distribution of functional foods and/or natural health products (FFNHP). It provides data on the number and types of FFNHP firms in 2007, covering FFNHP revenues, Research and Development, patents, products, business practices and the impact of government regulation on the sector. ",https://www150.statcan.gc.ca/n1/en/catalogue/88f0006x2009001,Results from the Functional Foods and Natural Health Products Survey - 2007
This report presents information on harvesting and community wellness among Inuit across the Canadian Arctic. Data come from the Arctic supplement of the 2001 Aboriginal Peoples Survey (APS). ,https://www150.statcan.gc.ca/n1/en/catalogue/89-619-x,Harvesting and Community Well-being Among Inuit in the Canadian Arctic: Preliminary Findings from the 2001 Aboriginal Peoples Survey - Survey of Living Conditions in the Arctic
This fact sheet focuses on harvesting activities and the importance of country food among Inuit in the north of Canada. Data for each of the four Inuit Land Claim Settlement regions are provided. The fact sheet is one in a series based on data from the 2001 Aboriginal Peoples Survey. This fact sheet is associated with an article that was previously released entitled: Harvesting and Community Well-being Among Inuit in the Canadian Arctic: Preliminary Findings from the 2001 Aboriginal Peoples Survey - Survey of Living Conditions in the Arctic. This article is available at : http://www.statcan.gc.ca/bsolc/english/bsolc?catno=89-619-X ,https://www150.statcan.gc.ca/n1/en/catalogue/89-627-x2007001,Harvesting and Country Food: Fact Sheet
"This report presents some initial findings from the 2006 Aboriginal Peoples Survey for Inuit adults (aged 15 and over) and children (aged 6-14). A determinant of health framework is used. Information on health status is provided through data on self-reported health and chronic conditions. Other factors such as access to health care, smoking, formal education experiences, housing, participation in harvesting activities and country food consumption are examined. Data are shown for Inuit nationally, for each of the four Inuit regions across Inuit Nunaat (the Inuit homeland), and for Inuit living in southern Canada. Some comparisons are made with the total Canadian population and, on occasion, changes since 2001 are examined. ",https://www150.statcan.gc.ca/n1/en/catalogue/89-637-x2008001,Inuit Health and Social Conditions
"This is one of three fact sheets in the series using information from the 2006 Aboriginal Peoples Survey (APS) and 2006 Census. The purpose of this fact sheet is to provide information on the topics of access to health professionals, chronic conditions, smoking rates, dental care, barriers to school completion, food insecurity, harvesting country food and country food consumption and sharing. Results are presented for Inuit children aged six to 14 and Inuit aged 15 and over. Findings are for Inuit at the national level, for those in each of the four Inuit regions (Nunatsiavut, Nunavik, Nunavut and the Inuvialuit region) and in some cases, for those outside the Inuit regions. ",https://www150.statcan.gc.ca/n1/en/catalogue/89-637-x2008004,"Inuit Health, Education and Country Food Harvesting: Fact Sheet"
"The Aboriginal Peoples Survey (APS) is a national survey on the social and economic conditions of Aboriginal Peoples (First Nations people living off reserve, Métis and Inuit) aged 6 years and over. The 2012 APS represents the fourth cycle of the survey and focuses on issues of education, employment and health. The article ""Inuit health: Selected findings from the 2012 Aboriginal Peoples Survey"" reports on the self-reported health status and chronic conditions of Inuit aged 15 years and older. Also covered are health behaviors such as smoking and drinking, and selected determinants of health such as food insecurity, access to health care, housing and culture. The results are for all Inuit in Canada, presented by the total population, inside and outside Inuit Nunangat and the four Inuit regions.",https://www150.statcan.gc.ca/n1/en/catalogue/89-653-x2014003,Inuit health: Selected findings from the 2012 Aboriginal Peoples Survey
"This article explores the relationship between various social determinants of health and selected health outcomes for First Nations people aged 15 and older living off-reserve. Specifically, the following social determinants are explored: health behaviours (smoking, alcohol consumption, obesity), physical environments (housing, mobility, employment, education, income, food security), access to health resources, cultural continuity (participation in traditional activities, Aboriginal language, social support), and residential school attendance. An integrated life course and social determinants model of Aboriginal health framework is used to guide the analysis. ",https://www150.statcan.gc.ca/n1/en/catalogue/89-653-x2016010,"Social determinants of health for the off-reserve First Nations population, 15 years of age and older, 2012"
"Until the mid-1970s, soybeans were restricted by climate primarily to southern Ontario. Intensive breeding programs have since opened up more widespread growing possibilities for this incredibly versatile crop in Canada: The 1.2 million hectares of soybeans reported on the Census of Agriculture in 2006 marked a near eightfold increase in area since 1976, the year the ground-breaking varieties that perform well in Canada's shorter growing season were introduced. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010369,"The soybean, agriculture's jack-of-all-trades, is gaining ground across Canada"
"The once scarce bison population continues to grow on Canadian farms. According to the 2006 Census of Agriculture, the bison herd, at 195,728 head, has increased 34.9% since 2001. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010504,Bison on the comeback trail
"With growing consumer demand and increasing visibility, many organic food products in Canada are being showcased in grocery stores, natural food stores, farmers markets and in community-supported agriculture projects. For consumers the challenge is to know what organic really means. Is it the same as certified organic? How large is the market for organic food in Canada and what are farmers doing to address the demand? This article provides insight on this rapidly evolving organic food sector of agriculture in Canada. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010529,Organic: from niche to mainstream
"Sugar beets, significantly established in Canada in the first half of the 20th century, continue to sweeten things for farmers in Ontario and Alberta, according to Census of Agriculture data. Although Canada's sugar beet area in 2006, at 19,488 hectares, is only half the 1951 peak, the crop continues to thrive in Alberta, and has made a comeback in Ontario, a province where it had not been significant for decades. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010576,That beet is sweet!
"Food is as much a necessity as the air we breathe and the water we drink. But do we know where our food comes from, and what it takes to get it into our kitchens? The question of where our food is grown or processed is coming under increased scrutiny, not just in Canada but in other countries, including our trading partners. Concerns underlying this increased focus include discussions of energy consumption required for food transport, environmental concerns, product safety, food security and food costs. The article, Fork in the Road, takes a look at the trade in food and shows how Canadians can find out what foods are being produced in their local area. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010646,Fork in the road: Canadian agriculture and food on the move
"Think fast, what's the first food you think of when someone says Thanksgiving dinner'? Most people would be quick to reply turkey of course. Increasingly, though, turkeys are no longer solely associated with Thanksgiving or Christmas and can be found year-round in our grocery stores and on our tables. In 2006, the Census of Agriculture identified 3,174 Canadian farms reported 7.7 million turkeys on their operations. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010670,Turkey industry adapting to new Canadian demographics
"What could be better than a home-made cherry pie coming fresh out of the oven, with the wonderful smell of rich cherries and bright red juice. Historically there have been two main types of cherries; sweet cherries which we eat fresh from the tree and farmers markets in the summer, and sour cherries, which we find in a variety of processed forms. Sour cherries are aptly named for their sour flavour compared to the regular sweet cherries. Canadian plant breeders have been working to produce a third type of cherry, one that combines the best traits of both sweet and sour cherries. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010775,Sour cherries in Canada
"With its vibrant yellow flowers, a canola field is a beautiful sight. And its colour is a clue to its family history mustard. Canola refers to a particular group of rapeseed varieties, a species of the much larger mustard family that includes, besides mustard, turnips, cauliflower, cabbage and broccoli. While these plants have been bred for their roots (turnips), leaves (cabbage) or immature flower heads (cauliflower and broccoli), the rapeseed branch of the family was bred to maximize production of the high-oil seeds that are used to produce vegetable oil. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x200700010778,Canola: a Canadian success story
"Farmers and corn breeders have developed multiple varieties suited to particular uses and adapted to distinct environments. In Canada, three broad types of corn dominate farmers' fields: corn for grain, corn for silage, and sweet corn. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x201400111913,Corn: Canada's third most valuable crop
"Horticulture is a type of agriculture that encompasses a wide range of crop production. Fruit, vegetable, ornamental and medicinal plant culture all fall under the umbrella of horticulture. There are two broad categories of crops within horticulture: edible and non-edible crops. Edible horticulture crops, such as fruits, vegetables and nuts, are products grown for human food that are either consumed fresh or processed into value-added products, such as frozen foods, preserves and wine. Although they are not biologically classified as plants, mushrooms are considered to be an edible product of horticulture. Medicinal plants which are grown for teas and supplements such as ginseng are also considered to be edible horticultural products. Non-edible horticulture crops are not used as food but are rather produced for other purposes. For instance, cut flowers, bedding plants, shrubs, trees, and perennials are grown as ornamental plants to enhance the appearance of homes, offices, gardens and public spaces. Sod farming is another type of non-edible horticulture which produces established turf for lawns, parks and sports fields. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x201400111921,The changing face of the Canadian fruit and vegetable sector: 1941 to 2011
"As crops grow, they deplete the soil's fertility by absorbing nutrients from the land. These nutrients, need to be replenished in order to ensure that there is something in the soil for the next year's crops. Canadian agriculture relies heavily on commercial fertilizers as well as manure to replenish soil's nutrients. This article examines how farmers provide their crops with the nutrients they need to grow and how these farming practices have changed over time. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x201400113006,Feeding the soil puts food on your plate
"The Canadian hog industry has changed greatly over the years. Data collected by the Census of Agriculture show that the industry has undergone a radical transformation. It has evolved from being an industry with a very large number of mixed farms, each possessing only a few pigs, to one with fewer large and highly specialized farms. It now plays a major role in exports and is constantly improving in terms of technology.",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x201400114027,The Changing Face of the Canadian Hog Industry
"A pulse is an edible seed harvested from the pod of a variety of annual leguminous plants. Pulses grown in Canada include, mainly, dry beans, dry peas, lentils and chickpeas. Pulse area and production in Canada has increased since the 1980s, making the country one of the leading producers and exporters of pulses worldwide.",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-x201400114041,Pulses in Canada
"The number of goats for dairy on agricultural operations in Ontario is increasing as farmers expand and optimize production. When compared to other agricultural operations in the province, dairy goat operations can differ in terms of demographic, geographic, financial and organizational characteristics.",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-X201700154873,Dairy goats in Ontario: a growing industry
"While Canadian livestock is often associated with more traditional sectors such as cattle, pigs, sheep and poultry, Canadian farms raise a host of other livestock and poultry. Other livestock include, for example, horses, donkeys, rabbits and deer. Other livestock and poultry can be found on a variety of operations, with varying demographic and financial characteristics.",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-X201700154874,Other livestock and poultry in Canada
"With increasing attention on health-conscious agricultural products, farm operations are focusing on particular varieties of ""other crops"" to try and meet consumer needs. ""Other crops"" encompass both fruits and vegetables, as well as field crops. These ""other"" commodities are collected by the Census of Agriculture program using write-in fields which are then coded and grouped into similar product classes. This article serves to highlight some of the emerging trends on select ""other crops"".",https://www150.statcan.gc.ca/n1/en/catalogue/96-325-X201700154924,Innovation and healthy living propel growth in certain other crops
This activity looks at bees and the important role they play in food production. Particular attention is paid to the leafcutter bee and how its positive attributes benefit modern agriculture. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004004,"Little Bees, Big Potential"
